dataset	column	value	description	is_missing_value	standardized_term	standardized_label
ds002842	Where_learnt_German	Italy				
ds002842	Where_learnt_German	Luxembourg				
ds002842	Where_learnt_German	Both_Italy_German_speaking_country				
ds002842	Where_learnt_German	German_speaking_country				
ds002842	Level	unknown				
ds002842	Level	B2.2/C1				
ds002842	Level	B2.2				
ds002842	Level	B2				
ds002842	Level	C1				
ds002842	Level	B2/C1				
ds002842	Level	C1+				
ds002842	Level	C1/C2				
ds002842	Level	good C1				
ds006253	age	n/a		True		
ds006253	sex	n/a		True		
ds006253	hand	n/a		True		
ds006253	weight	n/a		True		
ds006253	height	n/a		True		
ds005169	sex	m	male		snomed:248153007	Male
ds005169	sex	f	female		snomed:248152002	Female
ds005169	excluded_from_network_analysis	0				
ds005169	excluded_from_network_analysis	1				
ds005169	reason_for_exclusion	n/a		True		
ds005169	reason_for_exclusion	Prior resection, freesurfer and group analysis not possible				
ds005169	reason_for_exclusion	Very few stimulations evoking clinical effects				
ds005523	sex	F	female		snomed:248152002	Female
ds005523	sex	M	male		snomed:248153007	Male
ds005523	hand	R	right			
ds005523	hand	L	left			
ds005523	hand	A	ambidextrous			
ds003684	age	27				
ds003684	age	22				
ds003684	age	29				
ds003684	age	20				
ds003684	age	23				
ds003684	age	21				
ds003684	age	26				
ds003684	age	30				
ds003684	age	31				
ds003684	sex	M	male		snomed:248153007	Male
ds003684	sex	F	female		snomed:248152002	Female
ds003684	handedness	90.00				
ds003684	handedness	75.00				
ds003684	handedness	70.00				
ds003684	handedness	85.00				
ds003684	handedness	80.00				
ds003684	handedness	100.00				
ds003684	handedness	95.00				
ds003684	handedness	65.00				
ds002363	age	030Y				
ds002363	age	025Y				
ds002363	age	024Y				
ds002363	age	032Y				
ds002363	age	027Y				
ds002363	age	023Y				
ds002363	age	026Y				
ds002363	age	021Y				
ds002363	age	019Y				
ds002363	sex	M 			snomed:248153007	Male
ds002363	sex	F 			snomed:248152002	Female
ds003470	sex	F			snomed:248152002	Female
ds003470	sex	M			snomed:248153007	Male
ds005274	age	22				
ds005274	age	23				
ds005274	age	24				
ds005274	age	21				
ds005274	age	26				
ds005274	age	25				
ds005274	age	20				
ds005274	sex	M			snomed:248153007	Male
ds005274	sex	F			snomed:248152002	Female
ds004356	gender	Female			snomed:248152002	Female
ds004356	gender	Male			snomed:248153007	Male
ds004356	age	37				
ds004356	age	20				
ds004356	age	19				
ds004356	age	22				
ds004356	age	35				
ds004356	age	23				
ds004356	age	25				
ds004356	age	30				
ds004356	age	28				
ds004356	tonal_language_speaker	No				
ds004356	tonal_language_speaker	Yes				
ds004356	L_500	15				
ds004356	L_500	5				
ds004356	L_500	0				
ds004356	L_500	10				
ds004356	L_1000	15				
ds004356	L_1000	10				
ds004356	L_1000	5				
ds004356	L_1000	-5				
ds004356	L_1000	0				
ds004356	L_2000	15				
ds004356	L_2000	0				
ds004356	L_2000	5				
ds004356	L_2000	-5				
ds004356	L_2000	10				
ds004356	L_3000	n/a		True		
ds004356	L_3000	0				
ds004356	L_3000	5				
ds004356	L_3000	-5				
ds004356	L_3000	10				
ds004356	L_4000	10				
ds004356	L_4000	0				
ds004356	L_4000	5				
ds004356	L_4000	20				
ds004356	L_6000	10				
ds004356	L_6000	0				
ds004356	L_6000	n/a		True		
ds004356	L_6000	5				
ds004356	L_6000	15				
ds004356	L_8000	n/a		True		
ds004356	L_8000	5				
ds004356	L_8000	10				
ds004356	L_8000	0				
ds004356	L_8000	15				
ds004356	R_500	10				
ds004356	R_500	0				
ds004356	R_500	5				
ds004356	R_1000	10				
ds004356	R_1000	5				
ds004356	R_1000	15				
ds004356	R_1000	0				
ds004356	R_1000	n/a		True		
ds004356	R_2000	5				
ds004356	R_2000	0				
ds004356	R_2000	10				
ds004356	R_2000	-5				
ds004356	R_3000	n/a		True		
ds004356	R_3000	0				
ds004356	R_3000	5				
ds004356	R_3000	-5				
ds004356	R_4000	10				
ds004356	R_4000	0				
ds004356	R_4000	5				
ds004356	R_4000	15				
ds004356	R_4000	-5				
ds004356	R_6000	n/a		True		
ds004356	R_6000	0				
ds004356	R_6000	5				
ds004356	R_6000	20				
ds004356	R_6000	10				
ds004356	R_8000	15				
ds004356	R_8000	0				
ds004356	R_8000	5				
ds004356	R_8000	-5				
ds004356	R_8000	10				
ds004356	note	n/a		True		
ds004356	note	EEG 2 runs				
ds004998	sex	male			snomed:248153007	Male
ds004998	sex	female			snomed:248152002	Female
ds004998	hand	unknown				
ds004998	disease	['Parkinson Disease']				
ds004944	session	1A,2A				
ds004944	sex	F	female		snomed:248152002	Female
ds004944	sex	M	male		snomed:248153007	Male
ds004944	outcome	1				
ds004944	outcome	3				
ds004944	outcome	5				
ds002814	age	23				
ds002814	age	30				
ds002814	age	24				
ds002814	age	22				
ds002814	age	19				
ds002814	age	25				
ds002814	age	32				
ds002814	age	31				
ds002814	age	20				
ds002814	sex	M			snomed:248153007	Male
ds002814	sex	F			snomed:248152002	Female
ds002814	group	control				
ds004121	group	Normal				
ds002725	sex	F			snomed:248152002	Female
ds002725	sex	M			snomed:248153007	Male
ds001608	age	26				
ds001608	age	25				
ds001608	age	23				
ds001608	age	24				
ds001608	age	29				
ds001608	age	32				
ds001608	age	28				
ds001608	age	31				
ds001608	DOB	1984				
ds001608	DOB	1985				
ds001608	DOB	1987				
ds001608	DOB	1986				
ds001608	DOB	1981				
ds001608	DOB	1978				
ds001608	DOB	1982				
ds001608	DOB	1979				
ds001608	sex	m			snomed:248153007	Male
ds001608	sex	f			snomed:248152002	Female
ds006801	group	Active	Active learning group (retrieval practice with immediate feedback using the NeuroShow platform).			
ds006801	group	Control	Control group (watched the lecture without performing a review activity).			
ds006801	group	Passive	Passive learning group (review by rereading self-prepared notes from the lecture).			
ds002000	age	NaN		True		
ds002000	sex	n/a		True		
ds002000	handedness	n/a		True		
ds001883	sex	f			snomed:248152002	Female
ds001883	sex	m			snomed:248153007	Male
ds003507	sex	male			snomed:248153007	Male
ds003507	sex	female			snomed:248152002	Female
ds003507	age	21				
ds003507	age	22				
ds003507	age	20				
ds003507	age	24				
ds003507	age	29				
ds003507	age	19				
ds003507	age	30				
ds003507	age	23				
ds005642	gender	F			snomed:248152002	Female
ds005642	gender	M			snomed:248153007	Male
ds005642	notes	na		True		
ds005642	notes	excluded - missing trials, two EEG files				
ds003466	sex	F			snomed:248152002	Female
ds003466	sex	M			snomed:248153007	Male
ds003466	group	control				
ds002995	age	24				
ds002995	age	22				
ds002995	age	27				
ds002995	age	29				
ds002995	age	23				
ds002995	age	48				
ds002995	age	41				
ds002995	age	31				
ds002995	age	32				
ds002995	gender	F	Female		snomed:248152002	Female
ds002995	gender	M	Male		snomed:248153007	Male
ds002995	num_sessions	1				
ds002995	num_sessions	2				
ds005267	session_id	ses-1				
ds005267	age	23				
ds005267	age	20				
ds005267	age	24				
ds005267	age	26				
ds005267	age	25				
ds005267	age	22				
ds005267	age	27				
ds005267	age	28				
ds005267	age	21				
ds005267	sex	M			snomed:248153007	Male
ds005267	sex	F			snomed:248152002	Female
ds005267	size	1.7				
ds005267	size	1.67				
ds005267	size	1.68				
ds005267	size	1.73				
ds005267	size	1.64				
ds005267	size	1.63				
ds005267	size	1.72				
ds005267	size	1.6				
ds005267	size	1.61				
ds005267	size	1.65				
ds005267	size	1.79				
ds005267	size	1.8				
ds005267	size	1.85				
ds005267	size	1.71				
ds005267	weight	55				
ds005267	weight	68				
ds005267	weight	60				
ds005267	weight	58				
ds005267	weight	53				
ds005267	weight	96				
ds005267	weight	52				
ds005267	weight	45				
ds005267	weight	65				
ds005267	weight	72				
ds005267	weight	70				
ds005267	weight	63				
ds005267	weight	85				
ds005267	weight	66				
ds005267	weight	110				
ds005267	weight	73				
ds005267	weight	56				
ds005267	weight	57				
ds005620	age	25				
ds005620	age	N/A		True		
ds005620	age	26				
ds005620	age	21				
ds005620	age	24				
ds005620	age	30				
ds005620	age	27				
ds005620	age	29				
ds005620	age	19				
ds005620	sex	Female	female		snomed:248152002	Female
ds005620	sex	N/A		True		
ds005620	sex	Male	male		snomed:248153007	Male
ds005620	awakenings	3				
ds005620	awakenings	2				
ds005620	awakenings	1				
ds005620	awakenings	0				
ds005620	TMS	False	No TMS applied			
ds005620	TMS	True	TMS applied			
ds005620	tms_count	0				
ds005620	tms_count	4				
ds005620	tms_count	1				
ds005620	tms_count	2				
ds005620	tms_count	3				
ds005620	excluded	False	Included			
ds005620	excluded	True	Excluded			
ds005620	bad_after_preprocessing	False				
ds005620	bad_after_preprocessing	['task-sed_acq-tms_run-2']				
ds005620	bad_after_preprocessing	['task-sed_acq-tms_run-1']				
ds005648	sex	F	female		snomed:248152002	Female
ds005648	sex	M	male		snomed:248153007	Male
ds005648	handedness	R	right			
ds005648	handedness	N/A	information not provided	True		
ds005648	handedness	L	left			
ds005648	handedness	A	ambidextrous			
ds005648	corrected_to_normal_vision	YES	yes			
ds005648	corrected_to_normal_vision	NO	no			
ds005648	removed	0	no			
ds005648	removed	1	yes			
ds006593	study_description	Matrix Calibration				
ds000101	gender	M			snomed:248153007	Male
ds000101	gender	F			snomed:248152002	Female
ds004119	group	Normal				
ds005891	session	2				
ds005891	anatomical	T1				
ds005891	bold_runs	10				
ds004152	sex	F	female		snomed:248152002	Female
ds004152	sex	M	male		snomed:248153007	Male
ds004152	handedness	R	right-handed			
ds004152	handedness	L	left-handed			
ds001415	sex	female			snomed:248152002	Female
ds001415	sex	male			snomed:248153007	Male
ds001415	hand	right				
ds001415	has_map	true				
ds001415	level_map	daily				
ds001415	level_map	occasionally				
ds001415	level_map	rarely				
ds001415	has_music	false				
ds001415	has_music	true				
ds001415	has_music	true 				
ds001415	test_order	BA				
ds001415	test_order	AB				
ds003381	sex	Female			snomed:248152002	Female
ds003381	sex	Male			snomed:248153007	Male
ds000219	sex	M			snomed:248153007	Male
ds000219	age	21				
ds000219	age	23				
ds000219	age	25				
ds000219	age	27				
ds000219	age	19				
ds000219	age	22				
ds000219	age	26				
ds000219	age	20				
ds000219	handedness	R				
ds000219	scan_time	08:00-09:30				
ds000219	scan_time	07:30-09:00				
ds000219	scan_time	07:00-08:30				
ds000219	scan_time	09:00-10:30				
ds000219	scan_time	06:30-08:00				
ds000219	scan_time	09:00-11:30				
ds005025	species	homo sapiens				
ds005025	age	n/a		True		
ds005025	sex	n/a		True		
ds005025	pathology	HC				
ds005025	institution	MGH				
ds005025	institution	MNI				
ds005025	institution	MSSM				
ds005025	institution	NTNU				
ds005025	institution	UCL				
ds005025	institution	CRMBM				
ds005025	institution	MPI				
ds005025	field	7T				
ds004264	sex	F	female		snomed:248152002	Female
ds004264	sex	M	male		snomed:248153007	Male
ds004264	handedness	R	right-handed			
ds004264	handedness	L	left-handed			
ds006012	hand	R	right			
ds006012	hand	n/a		True		
ds001232	sex	F			snomed:248152002	Female
ds001232	sex	M			snomed:248153007	Male
ds004262	sex	F	female		snomed:248152002	Female
ds004262	sex	M	male		snomed:248153007	Male
ds004262	handedness	R	right-handed			
ds004262	handedness	L	left-handed			
ds003801	gender	F	female		snomed:248152002	Female
ds003801	gender	M	male		snomed:248153007	Male
ds003801	handedness	R				
ds004312	gender	M	Male		snomed:248153007	Male
ds004312	gender	F	Female		snomed:248152002	Female
ds002691	gender	M	male		snomed:248153007	Male
ds002691	gender	F	female		snomed:248152002	Female
ds002691	Dependence	42				
ds002691	Dependence	60				
ds002691	Dependence	33				
ds002691	Dependence	36				
ds002691	Dependence	39				
ds002691	Dependence	54				
ds002691	Dependence	51				
ds002691	Dependence	48				
ds002691	Dependence	63				
ds002691	Empathy	56				
ds002691	Empathy	52				
ds002691	Empathy	37				
ds002691	Empathy	63				
ds002691	Empathy	44				
ds002691	Empathy	67				
ds002691	Empathy	48				
ds002691	Empathy	60				
ds002691	Empathy	75				
ds002691	Compassion	57				
ds002691	Compassion	65				
ds002691	Compassion	45				
ds002691	Compassion	55				
ds002691	Compassion	61				
ds002691	Compassion	47				
ds002691	Compassion	59				
ds002691	Compassion	51				
ds002691	Compassion	41				
ds005185	sex	f			snomed:248152002	Female
ds005185	sex	m			snomed:248153007	Male
ds005087	gender	F			snomed:248152002	Female
ds005087	gender	M			snomed:248153007	Male
ds005087	ESL	N				
ds005087	ESL	Y				
ds005087	L	0				
ds005087	L	12				
ds005087	L	2				
ds005087	L	1				
ds005087	L	4				
ds005087	L	3				
ds005087	L	18				
ds005087	L	8				
ds005087	Handedness	right				
ds005087	Handedness	ambidextrous				
ds005087	Handedness	left				
ds004200	sex	M	male		snomed:248153007	Male
ds004200	sex	F	female		snomed:248152002	Female
ds004200	handedness	R	right-handed			
ds004200	handedness	L	left-handed			
ds004200	handedness	LR	ambidextrous			
ds002250	sex	M			snomed:248153007	Male
ds002250	sex	F			snomed:248152002	Female
ds006265	session_id	n/a		True		
ds006265	session_id	ses-2				
ds006265	age	20				
ds006265	age	23				
ds006265	age	32				
ds006265	age	25				
ds006265	age	24				
ds006265	age	26				
ds006265	age	22				
ds006265	age	30				
ds006265	age	34				
ds006265	age	21				
ds006265	sex	F			snomed:248152002	Female
ds006265	sex	M			snomed:248153007	Male
ds006265	size	1.59				
ds006265	size	1.95				
ds006265	size	1.6				
ds006265	size	1.57				
ds006265	size	1.72				
ds006265	size	1.68				
ds006265	size	1.78				
ds006265	size	1.69				
ds006265	size	1.85				
ds006265	size	1.7				
ds006265	size	1.88				
ds006265	size	1.73				
ds006265	size	1.55				
ds006265	size	1.8				
ds006265	weight	53				
ds006265	weight	95				
ds006265	weight	73				
ds006265	weight	57				
ds006265	weight	65				
ds006265	weight	60				
ds006265	weight	75				
ds006265	weight	63				
ds006265	weight	90				
ds006265	weight	68				
ds006265	weight	72				
ds006265	weight	78				
ds006265	weight	51				
ds006265	weight	55				
ds006265	weight	64				
ds006266	session_id	n/a		True		
ds006266	age	25				
ds006266	age	22				
ds006266	age	26				
ds006266	age	20				
ds006266	age	23				
ds006266	age	24				
ds006266	age	21				
ds006266	age	32				
ds006266	age	29				
ds006266	age	30				
ds006266	sex	M			snomed:248153007	Male
ds006266	sex	F			snomed:248152002	Female
ds006266	size	1.81				
ds006266	size	1.82				
ds006266	size	1.64				
ds006266	size	1.43				
ds006266	size	1.6				
ds006266	size	1.78				
ds006266	size	1.65				
ds006266	size	1.63				
ds006266	size	1.67				
ds006266	size	1.92				
ds006266	size	1.69				
ds006266	size	1.68				
ds006266	size	1.9				
ds006266	size	1.73				
ds006266	size	1.88				
ds006266	size	1.83				
ds006266	size	1.87				
ds006266	weight	83				
ds006266	weight	72				
ds006266	weight	63				
ds006266	weight	34				
ds006266	weight	80				
ds006266	weight	66				
ds006266	weight	55				
ds006266	weight	68				
ds006266	weight	60				
ds006266	weight	67				
ds006266	weight	65				
ds006266	weight	54				
ds006266	weight	64				
ds006266	weight	85				
ds006266	weight	76				
ds006266	weight	93				
ds005688	cohort	Light + tDUS				
ds005688	cohort	Light Only				
ds005688	cohort	US Only				
ds005688	ecog_files	baseline, trial3, trial4				
ds005688	ecog_files	baseline, trial1, trial2, trial3				
ds005688	ecog_files	baseline, trial1, trial2, trial3, trial4				
ds005688	ecog_files	baseline				
ds005688	ecog_files	baseline, trial1, trial2				
ds005354	sex	m			snomed:248153007	Male
ds005354	sex	f			snomed:248152002	Female
ds005354	race	Asian				
ds005354	race	Caucasian				
ds003498	sex	n/a		True		
ds003498	sex	M	male		snomed:248153007	Male
ds003498	sex	F	female		snomed:248152002	Female
ds003498	hand	n/a		True		
ds003498	epilepsy	TLE	temporal lobe epilepsy			
ds003498	epilepsy	ETE	extratemporal lobe epilepsy			
ds003498	ilae	1	seizure free			
ds003498	ilae	3	slight seizure frequency reduction			
ds003498	ilae	5				
ds003498	ilae	6				
ds003498	nights	4				
ds003498	nights	2				
ds003498	nights	5				
ds003498	nights	6				
ds003498	nights	1				
ds003498	nights	3				
ds003498	outcome	S	successful surgery; seizure freedom			
ds003498	outcome	F	failed surgery; recurring seizures			
ds003498	lesion	1	yes			
ds003498	lesion	0	no			
ds004513	session_id	ses-open				
ds004513	sex	M	male		snomed:248153007	Male
ds004513	sex	F	female		snomed:248152002	Female
ds004513	handedness	right	right			
ds004513	hematocrit	0.45				
ds004513	hematocrit	0.4				
ds004513	hematocrit	0.37				
ds004513	hematocrit	0.39				
ds004513	hematocrit	0.44				
ds004513	hematocrit	0.46				
ds004484	sex	F			snomed:248152002	Female
ds004484	sex	M			snomed:248153007	Male
ds004484	handedness	n/a		True		
ds004460	age	30				
ds004460	age	22				
ds004460	age	23				
ds004460	age	34				
ds004460	age	25				
ds004460	age	21				
ds004460	age	28				
ds004460	age	24				
ds004460	sex	F	female		snomed:248152002	Female
ds004460	sex	M	male		snomed:248153007	Male
ds004460	handedness	R	right-handed			
ds004460	handedness	L	left-handed			
ds005494	sex	F	female		snomed:248152002	Female
ds005494	sex	M	male		snomed:248153007	Male
ds005494	hand	A	ambidextrous			
ds005494	hand	R	right			
ds005494	hand	L	left			
ds003505	sex	M			snomed:248153007	Male
ds003505	sex	F			snomed:248152002	Female
ds003505	age	26				
ds003505	age	29				
ds003505	age	23				
ds003505	age	20				
ds003505	age	32				
ds003505	age	22				
ds003505	age	24				
ds003505	age	21				
ds000253	group	Gamer				
ds000253	group	Non-gamer				
ds000253	handedness	R				
ds000253	sex	F			snomed:248152002	Female
ds002833	age	22				
ds002833	age	40				
ds002833	age	23				
ds002833	age	21				
ds002833	age	38				
ds002833	age	20				
ds002833	age	24				
ds002833	sex	f			snomed:248152002	Female
ds002833	sex	m			snomed:248153007	Male
ds001597	handedness	R	Right Handed			
ds001597	group	movement	 Group that trained movement sequences			
ds001597	group	cue	Group that trained cue sequences			
ds007169	sex	F	Female		snomed:248152002	Female
ds007169	sex	M	Male		snomed:248153007	Male
ds007169	handedness	R	Right			
ds007169	handedness	L	Left			
ds007169	analysis_included	true	Included.			
ds007169	analysis_included	false	Excluded.			
ds007169	data_quality_overall	pass	Passed release QC.			
ds007169	data_quality_overall	fail	Excluded from release QC.			
ds004817	age	19				
ds004817	age	25				
ds004817	age	21				
ds004817	age	20				
ds004817	age	23				
ds004817	age	27				
ds004817	age	36				
ds004817	age	26				
ds004817	age	22				
ds004817	handedness	R				
ds004817	handedness	L				
ds004817	gender	F			snomed:248152002	Female
ds004817	gender	M			snomed:248153007	Male
ds007046	gender	F			snomed:248152002	Female
ds007046	gender	M			snomed:248153007	Male
ds006572	session	2	Two sessions			
ds006572	anatomical	T1	T1-weighted anatomical scan available			
ds006572	bold_runs	10				
ds006465	age	25				
ds006465	age	29				
ds006465	age	27				
ds006465	age	23				
ds006465	age	30				
ds006465	age	26				
ds006465	age	21				
ds006465	age	24				
ds006465	age	19				
ds006465	sex	M	male		snomed:248153007	Male
ds006465	sex	F	female		snomed:248152002	Female
ds006465	hand	right				
ds006465	weight	n/a		True		
ds006465	height	n/a		True		
ds004141	sex	M			snomed:248153007	Male
ds004141	sex	F			snomed:248152002	Female
ds004141	group	exp				
ds004141	group	sham				
ds006566	session	2	Two sessions			
ds006566	anatomical	T1	T1-weighted anatomical scan available			
