participant_id	session_id	dataset_id	rat_strain	rat_sex	rat_age	rat_weight	anesthesia_induction	anesthesia_induction_dose	anesthesia_maintenance	anesthesia_maintenance_dose	anesthesia_route	anesthesia_post_induction_time	anesthesia_breathing_assistance	anesthesia_breathing_rate	anesthesia_heart_rate	MRI_vendor	MRI_field_strength	anat_sequence	anat_contrast	anat_TR	anat_TE	func_sequence	func_TR	func_TE	func_FA
sub-0104100	ses-1	1041	Fischer 344	Female	2-4	150-200	isoflurane	4	medetomidine	0.05	n/a	90	free-breathing	n/a	n/a	Bruker	7	turboRARE	T2	6	0.0353	GE-EPI	2	0.028	90
sub-0104101	ses-1	1041	Fischer 344	Female	2-4	150-200	isoflurane	4	medetomidine	0.05	n/a	90	free-breathing	n/a	n/a	Bruker	7	turboRARE	T2	6	0.0353	GE-EPI	2	0.028	90
sub-0104102	ses-1	1041	Fischer 344	Female	2-4	150-200	isoflurane	4	medetomidine	0.05	n/a	90	free-breathing	n/a	n/a	Bruker	7	turboRARE	T2	6	0.0353	GE-EPI	2	0.028	90
sub-0104103	ses-1	1041	Fischer 344	Female	2-4	150-200	isoflurane	4	medetomidine	0.05	n/a	90	free-breathing	n/a	n/a	Bruker	7	turboRARE	T2	6	0.0353	GE-EPI	2	0.028	90
sub-0104104	ses-1	1041	Fischer 344	Female	2-4	150-200	isoflurane	4	medetomidine	0.05	n/a	90	free-breathing	n/a	n/a	Bruker	7	turboRARE	T2	6	0.0353	GE-EPI	2	0.028	90
sub-0104105	ses-1	1041	Fischer 344	Female	2-4	150-200	isoflurane	4	medetomidine	0.05	n/a	90	free-breathing	n/a	n/a	Bruker	7	turboRARE	T2	6	0.0353	GE-EPI	2	0.028	90
sub-0104106	ses-1	1041	Fischer 344	Female	2-4	150-200	isoflurane	4	medetomidine	0.05	n/a	90	free-breathing	n/a	n/a	Bruker	7	turboRARE	T2	6	0.0353	GE-EPI	2	0.028	90
sub-0104107	ses-1	1041	Fischer 344	Female	2-4	150-200	isoflurane	4	medetomidine	0.05	n/a	90	free-breathing	n/a	n/a	Bruker	7	turboRARE	T2	6	0.0353	GE-EPI	2	0.028	90
sub-0104108	ses-1	1041	Fischer 344	Female	2-4	150-200	isoflurane	4	medetomidine	0.05	n/a	90	free-breathing	n/a	n/a	Bruker	7	turboRARE	T2	6	0.0353	GE-EPI	2	0.028	90
sub-0104109	ses-1	1041	Fischer 344	Female	2-4	150-200	isoflurane	4	medetomidine	0.05	n/a	90	free-breathing	n/a	n/a	Bruker	7	turboRARE	T2	6	0.0353	GE-EPI	2	0.028	90
sub-0104200	ses-1	1042	Fischer 344	Male	2-4	250-300	isoflurane	4	medetomidine	0.05	n/a	90	free-breathing	n/a	n/a	Bruker	7	turboRARE	T2	6	0.0353	GE-EPI	2	0.028	90
sub-0104201	ses-1	1042	Fischer 344	Male	2-4	250-300	isoflurane	4	medetomidine	0.05	n/a	90	free-breathing	n/a	n/a	Bruker	7	turboRARE	T2	6	0.0353	GE-EPI	2	0.028	90
sub-0104202	ses-1	1042	Fischer 344	Male	2-4	250-300	isoflurane	4	medetomidine	0.05	n/a	90	free-breathing	n/a	n/a	Bruker	7	turboRARE	T2	6	0.0353	GE-EPI	2	0.028	90
sub-0104203	ses-1	1042	Fischer 344	Male	2-4	250-300	isoflurane	4	medetomidine	0.05	n/a	90	free-breathing	n/a	n/a	Bruker	7	turboRARE	T2	6	0.0353	GE-EPI	2	0.028	90
sub-0104204	ses-1	1042	Fischer 344	Male	2-4	200-250	isoflurane	4	medetomidine	0.05	n/a	90	free-breathing	n/a	n/a	Bruker	7	turboRARE	T2	6	0.0353	GE-EPI	2	0.028	90
sub-0104205	ses-1	1042	Fischer 344	Male	2-4	200-250	isoflurane	4	medetomidine	0.05	n/a	90	free-breathing	n/a	n/a	Bruker	7	turboRARE	T2	6	0.0353	GE-EPI	2	0.028	90
sub-0104206	ses-1	1042	Fischer 344	Male	2-4	300-350	isoflurane	4	medetomidine	0.05	n/a	90	free-breathing	n/a	n/a	Bruker	7	turboRARE	T2	6	0.0353	GE-EPI	2	0.028	90
sub-0104207	ses-1	1042	Fischer 344	Male	2-4	250-300	isoflurane	4	medetomidine	0.05	n/a	90	free-breathing	n/a	n/a	Bruker	7	turboRARE	T2	6	0.0353	GE-EPI	2	0.028	90
sub-0104208	ses-1	1042	Fischer 344	Male	2-4	300-350	isoflurane	4	medetomidine	0.05	n/a	90	free-breathing	n/a	n/a	Bruker	7	turboRARE	T2	6	0.0353	GE-EPI	2	0.028	90
sub-0104209	ses-1	1042	Fischer 344	Male	2-4	300-350	isoflurane	4	medetomidine	0.05	n/a	90	free-breathing	n/a	n/a	Bruker	7	turboRARE	T2	6	0.0353	GE-EPI	2	0.028	90
sub-0104300	ses-1	1043	Wistar	Female	2-4	150-200	isoflurane / medetomidine	5 / 0.05	medetomidine	0.1	n/a	120	free-breathing	n/a	n/a	Bruker	7	RARE	T2	5.55	0.037	GE-EPI	2	0.02	n/a
sub-0104301	ses-1	1043	Wistar	Female	2-4	150-200	isoflurane / medetomidine	5 / 0.05	medetomidine	0.1	n/a	110	free-breathing	n/a	n/a	Bruker	7	RARE	T2	5.55	0.037	GE-EPI	2	0.02	n/a
sub-0104302	ses-1	1043	Wistar	Female	2-4	150-200	isoflurane / medetomidine	5 / 0.05	medetomidine	0.1	n/a	100	free-breathing	n/a	n/a	Bruker	7	RARE	T2	5.55	0.037	GE-EPI	2	0.02	n/a
sub-0104303	ses-1	1043	Wistar	Female	2-4	150-200	isoflurane / medetomidine	5 / 0.05	medetomidine	0.1	n/a	110	free-breathing	n/a	n/a	Bruker	7	RARE	T2	5.55	0.037	GE-EPI	2	0.02	n/a
sub-0104304	ses-1	1043	Wistar	Female	2-4	150-200	isoflurane / medetomidine	5 / 0.05	medetomidine	0.1	n/a	110	free-breathing	n/a	n/a	Bruker	7	RARE	T2	5.55	0.037	GE-EPI	2	0.02	n/a
sub-0104305	ses-1	1043	Wistar	Female	2-4	150-200	isoflurane / medetomidine	5 / 0.05	medetomidine	0.1	n/a	120	free-breathing	n/a	n/a	Bruker	7	RARE	T2	5.55	0.037	GE-EPI	2	0.02	n/a
sub-0104306	ses-1	1043	Wistar	Female	2-4	150-200	isoflurane / medetomidine	5 / 0.05	medetomidine	0.1	n/a	100	free-breathing	n/a	n/a	Bruker	7	RARE	T2	5.55	0.037	GE-EPI	2	0.02	n/a
sub-0104307	ses-1	1043	Wistar	Female	2-4	150-200	isoflurane / medetomidine	5 / 0.05	medetomidine	0.1	n/a	100	free-breathing	n/a	n/a	Bruker	7	RARE	T2	5.55	0.037	GE-EPI	2	0.02	n/a
sub-0104308	ses-1	1043	Wistar	Female	2-4	150-200	isoflurane / medetomidine	5 / 0.05	medetomidine	0.1	n/a	110	free-breathing	n/a	n/a	Bruker	7	RARE	T2	5.55	0.037	GE-EPI	2	0.02	n/a
sub-0104309	ses-1	1043	Wistar	Female	2-4	200-250	isoflurane / medetomidine	5 / 0.05	medetomidine	0.1	n/a	100	free-breathing	n/a	n/a	Bruker	7	RARE	T2	5.55	0.037	GE-EPI	2	0.02	n/a
sub-0104400	ses-1	1044	Sprague Dawley	Male	2-4	300-350	isoflurane / medetomidine	5 / 0.05	medetomidine	0.1	s.c	90	free-breathing	70	550	Bruker	9.4	RARE	T2	5	0.044	GE-EPI	1.5	0.015	65
sub-0104401	ses-1	1044	Sprague Dawley	Male	2-4	300-350	isoflurane / medetomidine	5 / 0.05	medetomidine	0.1	s.c	80	free-breathing	50	760	Bruker	9.4	RARE	T2	5	0.044	GE-EPI	1.5	0.015	65
sub-0104402	ses-1	1044	Sprague Dawley	Male	2-4	350-400	isoflurane / medetomidine	5 / 0.05	medetomidine	0.1	s.c	80	free-breathing	60	470	Bruker	9.4	RARE	T2	5	0.044	GE-EPI	1.5	0.015	65
sub-0104403	ses-1	1044	Sprague Dawley	Male	2-4	400-450	isoflurane / medetomidine	5 / 0.05	medetomidine	0.1	s.c	90	free-breathing	80	300	Bruker	9.4	RARE	T2	5	0.044	GE-EPI	1.5	0.015	65
sub-0104404	ses-1	1044	Sprague Dawley	Male	2-4	350-400	isoflurane / medetomidine	5 / 0.05	medetomidine	0.1	s.c	80	free-breathing	80	370	Bruker	9.4	RARE	T2	5	0.044	GE-EPI	1.5	0.015	65
sub-0104405	ses-1	1044	Sprague Dawley	Male	2-4	300-350	isoflurane / medetomidine	5 / 0.05	medetomidine	0.1	s.c	80	free-breathing	70	700	Bruker	9.4	RARE	T2	5	0.044	GE-EPI	1.5	0.015	65
sub-0104406	ses-1	1044	Sprague Dawley	Male	2-4	300-350	isoflurane / medetomidine	5 / 0.05	medetomidine	0.1	s.c	80	free-breathing	60	780	Bruker	9.4	RARE	T2	5	0.044	GE-EPI	1.5	0.015	65
sub-0104407	ses-1	1044	Sprague Dawley	Male	2-4	300-350	isoflurane / medetomidine	5 / 0.05	medetomidine	0.1	s.c	80	free-breathing	60	620	Bruker	9.4	RARE	T2	5	0.044	GE-EPI	1.5	0.015	65
sub-0104408	ses-1	1044	Sprague Dawley	Male	2-4	350-400	isoflurane / medetomidine	5 / 0.05	medetomidine	0.1	s.c	80	free-breathing	70	720	Bruker	9.4	RARE	T2	5	0.044	GE-EPI	1.5	0.015	65
sub-0104409	ses-1	1044	Sprague Dawley	Male	2-4	350-400	isoflurane / medetomidine	5 / 0.05	medetomidine	0.1	s.c	80	free-breathing	80	750	Bruker	9.4	RARE	T2	5	0.044	GE-EPI	1.5	0.015	65
sub-0104500	ses-1	1045	Sprague Dawley	Female	0-2	150-200	isoflurane	3.5	isoflurane / medetomidine	0.25 / 0.1	n/a	20	ventilated	110	n/a	Bruker	9.4	fSEMS	T2	4	0.03	GE-EPI	1	0.012	n/a
sub-0104501	ses-1	1045	Sprague Dawley	Female	0-2	200-250	isoflurane	3.5	isoflurane / medetomidine	0.25 / 0.1	n/a	20	ventilated	110	n/a	Bruker	9.4	fSEMS	T2	4	0.03	GE-EPI	1	0.012	n/a
sub-0104502	ses-1	1045	Sprague Dawley	Female	0-2	200-250	isoflurane	3.5	isoflurane / medetomidine	0.25 / 0.1	n/a	20	ventilated	110	n/a	Bruker	9.4	fSEMS	T2	4	0.03	GE-EPI	1	0.012	n/a
sub-0104503	ses-1	1045	Sprague Dawley	Female	0-2	200-250	isoflurane	3.5	isoflurane / medetomidine	0.25 / 0.1	n/a	20	ventilated	110	n/a	Bruker	9.4	fSEMS	T2	4	0.03	GE-EPI	1	0.012	n/a
sub-0104504	ses-1	1045	Sprague Dawley	Female	0-2	350-400	isoflurane	3.5	isoflurane / medetomidine	0.25 / 0.1	n/a	20	ventilated	110	n/a	Bruker	9.4	fSEMS	T2	4	0.03	GE-EPI	1	0.012	n/a
sub-0104505	ses-1	1045	Sprague Dawley	Male	0-2	300-350	isoflurane	3.5	isoflurane / medetomidine	0.25 / 0.1	n/a	20	ventilated	110	n/a	Bruker	9.4	fSEMS	T2	4	0.03	GE-EPI	1	0.012	n/a
sub-0104506	ses-1	1045	Sprague Dawley	Male	0-2	300-350	isoflurane	3.5	isoflurane / medetomidine	0.25 / 0.1	n/a	20	ventilated	110	n/a	Bruker	9.4	fSEMS	T2	4	0.03	GE-EPI	1	0.012	n/a
sub-0104507	ses-1	1045	Sprague Dawley	Male	2-4	350-400	isoflurane	3.5	isoflurane / medetomidine	0.25 / 0.1	n/a	20	ventilated	110	n/a	Bruker	9.4	fSEMS	T2	4	0.03	GE-EPI	1	0.012	n/a
sub-0104508	ses-1	1045	Sprague Dawley	Male	2-4	300-350	isoflurane	3.5	isoflurane / medetomidine	0.25 / 0.1	n/a	20	ventilated	110	n/a	Bruker	9.4	fSEMS	T2	4	0.03	GE-EPI	1	0.012	n/a
sub-0104509	ses-1	1045	Sprague Dawley	Male	2-4	350-400	isoflurane	3.5	isoflurane / medetomidine	0.25 / 0.1	n/a	20	ventilated	110	n/a	Bruker	9.4	fSEMS	T2	4	0.03	GE-EPI	1	0.012	n/a
sub-0104600	ses-1	1046	Sprague Dawley	Male	n/a	200-250	isoflurane	3	isoflurane / medetomidine	0.5 / 0.1	s.c	30	free-breathing	60	310	Bruker	7	RARE	T2	5	0.029	GE-EPI	1.3	0.023	60
sub-0104601	ses-1	1046	Sprague Dawley	Male	n/a	200-250	isoflurane	3	isoflurane / medetomidine	0.5 / 0.1	s.c	30	free-breathing	50	320	Bruker	7	RARE	T2	5	0.029	GE-EPI	1.3	0.023	60
sub-0104602	ses-1	1046	Sprague Dawley	Male	n/a	200-250	isoflurane	3	isoflurane / medetomidine	0.5 / 0.1	s.c	30	free-breathing	60	320	Bruker	7	RARE	T2	5	0.029	GE-EPI	1.3	0.023	60
sub-0104603	ses-1	1046	Sprague Dawley	Male	n/a	200-250	isoflurane	3	isoflurane / medetomidine	0.5 / 0.1	s.c	30	free-breathing	70	330	Bruker	7	RARE	T2	5	0.029	GE-EPI	1.3	0.023	60
sub-0104604	ses-1	1046	Sprague Dawley	Male	n/a	200-250	isoflurane	3	isoflurane / medetomidine	0.5 / 0.1	s.c	30	free-breathing	60	310	Bruker	7	RARE	T2	5	0.029	GE-EPI	1.3	0.023	60
sub-0104605	ses-1	1046	Sprague Dawley	Male	n/a	200-250	isoflurane	3	isoflurane / medetomidine	0.5 / 0.1	s.c	30	free-breathing	50	320	Bruker	7	RARE	T2	5	0.029	GE-EPI	1.3	0.023	60
sub-0104606	ses-1	1046	Sprague Dawley	Male	n/a	250-300	isoflurane	3	isoflurane / medetomidine	0.5 / 0.1	s.c	30	free-breathing	50	320	Bruker	7	RARE	T2	5	0.029	GE-EPI	1.3	0.023	60
sub-0104607	ses-1	1046	Sprague Dawley	Male	n/a	200-250	isoflurane	3	isoflurane / medetomidine	0.5 / 0.1	s.c	30	free-breathing	60	300	Bruker	7	RARE	T2	5	0.029	GE-EPI	1.3	0.023	60
sub-0104608	ses-1	1046	Sprague Dawley	Male	n/a	250-300	isoflurane	3	isoflurane / medetomidine	0.5 / 0.1	s.c	30	free-breathing	60	300	Bruker	7	RARE	T2	5	0.029	GE-EPI	1.3	0.023	60
sub-0104609	ses-1	1046	Sprague Dawley	Male	n/a	200-250	isoflurane	3	isoflurane / medetomidine	0.5 / 0.1	s.c	30	free-breathing	60	290	Bruker	7	RARE	T2	5	0.029	GE-EPI	1.3	0.023	60
sub-0104700	ses-1	1047	Wistar	Female	0-2	150-200	isoflurane / medetomidine	5 / 0.024	isoflurane	n/a	n/a	60	free-breathing	50	n/a	Bruker	7	FLASH	T2	0.03076	0.005	GE-EPI	1	0.02	60
sub-0104700	ses-2	1047	Wistar	Female	2-4	200-250	isoflurane / medetomidine	5 / 0.024	isoflurane	n/a	n/a	50	free-breathing	50	n/a	Bruker	7	FLASH	T2	0.03076	0.005	GE-EPI	1	0.02	60
sub-0104701	ses-1	1047	Wistar	Female	0-2	150-200	isoflurane / medetomidine	5 / 0.024	isoflurane	n/a	n/a	40	free-breathing	40	n/a	Bruker	7	FLASH	T2	0.03076	0.005	GE-EPI	1	0.02	60
sub-0104701	ses-2	1047	Wistar	Female	2-4	200-250	isoflurane / medetomidine	5 / 0.024	isoflurane	n/a	n/a	40	free-breathing	40	n/a	Bruker	7	FLASH	T2	0.03076	0.005	GE-EPI	1	0.02	60
sub-0104702	ses-1	1047	Wistar	Male	0-2	200-250	isoflurane / medetomidine	5 / 0.024	isoflurane	n/a	n/a	50	free-breathing	40	n/a	Bruker	7	FLASH	T2	0.03076	0.005	GE-EPI	1	0.02	60
sub-0104702	ses-2	1047	Wistar	Male	2-4	300-350	isoflurane / medetomidine	5 / 0.024	isoflurane	n/a	n/a	30	free-breathing	50	n/a	Bruker	7	FLASH	T2	0.03076	0.005	GE-EPI	1	0.02	60
sub-0104703	ses-1	1047	Wistar	Female	0-2	150-200	isoflurane / medetomidine	5 / 0.024	isoflurane	n/a	n/a	30	free-breathing	50	n/a	Bruker	7	FLASH	T2	0.03076	0.005	GE-EPI	1	0.02	60
sub-0104703	ses-2	1047	Wistar	Female	2-4	200-250	isoflurane / medetomidine	5 / 0.024	isoflurane	n/a	n/a	30	free-breathing	50	n/a	Bruker	7	FLASH	T2	0.03076	0.005	GE-EPI	1	0.02	60
sub-0104704	ses-1	1047	Wistar	Female	0-2	100-150	isoflurane / medetomidine	5 / 0.024	isoflurane	n/a	n/a	50	free-breathing	30	n/a	Bruker	7	FLASH	T2	0.03076	0.005	GE-EPI	1	0.02	60
sub-0104704	ses-2	1047	Wistar	Female	2-4	200-250	isoflurane / medetomidine	5 / 0.024	isoflurane	n/a	n/a	30	free-breathing	30	n/a	Bruker	7	FLASH	T2	0.03076	0.005	GE-EPI	1	0.02	60
sub-0104705	ses-1	1047	Wistar	Male	0-2	150-200	isoflurane / medetomidine	5 / 0.024	isoflurane	n/a	n/a	30	free-breathing	60	n/a	Bruker	7	FLASH	T2	0.03076	0.005	GE-EPI	1	0.02	60
sub-0104705	ses-2	1047	Wistar	Male	2-4	300-350	isoflurane / medetomidine	5 / 0.024	isoflurane	n/a	n/a	30	free-breathing	50	n/a	Bruker	7	FLASH	T2	0.03076	0.005	GE-EPI	1	0.02	60
sub-0104706	ses-1	1047	Wistar	Female	0-2	100-150	isoflurane / medetomidine	5 / 0.024	isoflurane	n/a	n/a	30	free-breathing	40	n/a	Bruker	7	FLASH	T2	0.03076	0.005	GE-EPI	1	0.02	60
sub-0104706	ses-2	1047	Wistar	Female	2-4	200-250	isoflurane / medetomidine	5 / 0.024	isoflurane	n/a	n/a	30	free-breathing	50	n/a	Bruker	7	FLASH	T2	0.03076	0.005	GE-EPI	1	0.02	60
sub-0104707	ses-1	1047	Wistar	Female	0-2	100-150	isoflurane / medetomidine	5 / 0.024	isoflurane	n/a	n/a	40	free-breathing	50	n/a	Bruker	7	FLASH	T2	0.03076	0.005	GE-EPI	1	0.02	60
sub-0104707	ses-2	1047	Wistar	Female	2-4	200-250	isoflurane / medetomidine	5 / 0.024	isoflurane	n/a	n/a	40	free-breathing	40	n/a	Bruker	7	FLASH	T2	0.03076	0.005	GE-EPI	1	0.02	60
sub-0104708	ses-1	1047	Wistar	Male	0-2	150-200	isoflurane / medetomidine	5 / 0.024	isoflurane	n/a	n/a	40	free-breathing	50	n/a	Bruker	7	FLASH	T2	0.03076	0.005	GE-EPI	1	0.02	60
sub-0104708	ses-2	1047	Wistar	Male	2-4	300-350	isoflurane / medetomidine	5 / 0.024	isoflurane	n/a	n/a	40	free-breathing	30	n/a	Bruker	7	FLASH	T2	0.03076	0.005	GE-EPI	1	0.02	60
sub-0104709	ses-1	1047	Wistar	Male	0-2	100-150	isoflurane / medetomidine	5 / 0.024	isoflurane	n/a	n/a	40	free-breathing	40	n/a	Bruker	7	FLASH	T2	0.03076	0.005	GE-EPI	1	0.02	60
sub-0104709	ses-2	1047	Wistar	Male	2-4	300-350	isoflurane / medetomidine	5 / 0.024	isoflurane	n/a	n/a	30	free-breathing	30	n/a	Bruker	7	FLASH	T2	0.03076	0.005	GE-EPI	1	0.02	60
sub-0104800	ses-1	1048	Wistar	Male	0-2	250-300	isoflurane / medetomidine	5 / 0.05	isoflurane / medetomidine	0.37 / 0.1	n/a	n/a	ventilated	60	300	Bruker	9.4	TurboRARE	T2	4.7	0.033	GE-EPI	1	0.015	60
sub-0104801	ses-1	1048	Wistar	Male	0-2	250-300	isoflurane / medetomidine	5 / 0.05	isoflurane / medetomidine	0.37 / 0.1	n/a	n/a	ventilated	60	300	Bruker	9.4	TurboRARE	T2	4.7	0.033	GE-EPI	1	0.015	60
sub-0104802	ses-1	1048	Wistar	Male	0-2	250-300	isoflurane / medetomidine	5 / 0.05	isoflurane / medetomidine	0.37 / 0.1	n/a	n/a	ventilated	60	300	Bruker	9.4	TurboRARE	T2	4.7	0.033	GE-EPI	1	0.015	60
sub-0104803	ses-1	1048	Wistar	Male	0-2	300-350	isoflurane / medetomidine	5 / 0.05	isoflurane / medetomidine	0.37 / 0.1	n/a	n/a	ventilated	60	300	Bruker	9.4	TurboRARE	T2	4.7	0.033	GE-EPI	1	0.015	60
sub-0104804	ses-1	1048	Wistar	Male	0-2	300-350	isoflurane / medetomidine	5 / 0.05	isoflurane / medetomidine	0.37 / 0.1	n/a	n/a	ventilated	60	300	Bruker	9.4	TurboRARE	T2	4.7	0.033	GE-EPI	1	0.015	60
sub-0104805	ses-1	1048	Wistar	Male	0-2	300-350	isoflurane / medetomidine	5 / 0.05	isoflurane / medetomidine	0.37 / 0.1	n/a	n/a	ventilated	60	300	Bruker	9.4	TurboRARE	T2	4.7	0.033	GE-EPI	1	0.015	60
sub-0104806	ses-1	1048	Wistar	Male	0-2	300-350	isoflurane / medetomidine	5 / 0.05	isoflurane / medetomidine	0.37 / 0.1	n/a	n/a	ventilated	60	300	Bruker	9.4	TurboRARE	T2	4.7	0.033	GE-EPI	1	0.015	60
sub-0104807	ses-1	1048	Wistar	Male	0-2	300-350	isoflurane / medetomidine	5 / 0.05	isoflurane / medetomidine	0.37 / 0.1	n/a	n/a	ventilated	60	300	Bruker	9.4	TurboRARE	T2	4.7	0.033	GE-EPI	1	0.015	60
sub-0104808	ses-1	1048	Wistar	Male	0-2	300-350	isoflurane / medetomidine	5 / 0.05	isoflurane / medetomidine	0.37 / 0.1	n/a	n/a	ventilated	60	300	Bruker	9.4	TurboRARE	T2	4.7	0.033	GE-EPI	1	0.015	60
sub-0104900	ses-1	1049	Wistar	Male	2-4	350-400	isoflurane	3	isoflurane / medetomidine	0.5	i.v	90	free-breathing	50	n/a	Bruker	9.4	TurboRARE	T2	2.242	0.019	GE-EPI	1	0.015	90
sub-0104900	ses-2	1049	Wistar	Male	4-6	350-400	isoflurane	3	isoflurane / medetomidine	0.5	i.v	90	free-breathing	50	n/a	Bruker	9.4	TurboRARE	T2	2.242	0.019	GE-EPI	1	0.015	90
sub-0104901	ses-1	1049	Wistar	Male	2-4	350-400	isoflurane	3	isoflurane / medetomidine	0.5	i.v	100	free-breathing	60	n/a	Bruker	9.4	TurboRARE	T2	2.242	0.019	GE-EPI	1	0.015	90
sub-0104901	ses-2	1049	Wistar	Male	4-6	350-400	isoflurane	3	isoflurane / medetomidine	0.5	i.v	100	free-breathing	40	n/a	Bruker	9.4	TurboRARE	T2	2.242	0.019	GE-EPI	1	0.015	90
sub-0104902	ses-1	1049	Wistar	Male	2-4	350-400	isoflurane	3	isoflurane / medetomidine	0.5	i.v	90	free-breathing	60	n/a	Bruker	9.4	TurboRARE	T2	2.242	0.019	GE-EPI	1	0.015	90
sub-0104902	ses-2	1049	Wistar	Male	4-6	300-350	isoflurane	3	isoflurane / medetomidine	0.5	i.v	100	free-breathing	60	n/a	Bruker	9.4	TurboRARE	T2	2.242	0.019	GE-EPI	1	0.015	90
sub-0104903	ses-1	1049	Wistar	Male	2-4	400-450	isoflurane	3	isoflurane / medetomidine	0.5	i.v	90	free-breathing	60	n/a	Bruker	9.4	TurboRARE	T2	2.242	0.019	GE-EPI	1	0.015	90
sub-0104903	ses-2	1049	Wistar	Male	4-6	400-450	isoflurane	3	isoflurane / medetomidine	0.5	i.v	90	free-breathing	40	n/a	Bruker	9.4	TurboRARE	T2	2.242	0.019	GE-EPI	1	0.015	90
sub-0104904	ses-1	1049	Wistar	Male	2-4	350-400	isoflurane	3	isoflurane / medetomidine	0.5	i.v	90	free-breathing	60	n/a	Bruker	9.4	TurboRARE	T2	2.242	0.019	GE-EPI	1	0.015	90
sub-0104904	ses-2	1049	Wistar	Male	4-6	400-450	isoflurane	3	isoflurane / medetomidine	0.5	i.v	100	free-breathing	80	n/a	Bruker	9.4	TurboRARE	T2	2.242	0.019	GE-EPI	1	0.015	90
sub-0104905	ses-1	1049	Wistar	Male	2-4	350-400	isoflurane	3	isoflurane / medetomidine	0.5	i.v	90	free-breathing	70	n/a	Bruker	9.4	TurboRARE	T2	2.242	0.019	GE-EPI	1	0.015	90
sub-0104905	ses-2	1049	Wistar	Male	4-6	350-400	isoflurane	3	isoflurane / medetomidine	0.5	i.v	90	free-breathing	50	n/a	Bruker	9.4	TurboRARE	T2	2.242	0.019	GE-EPI	1	0.015	90
sub-0104906	ses-1	1049	Wistar	Male	2-4	350-400	isoflurane	3	isoflurane / medetomidine	0.5	i.v	90	free-breathing	60	n/a	Bruker	9.4	TurboRARE	T2	2.242	0.019	GE-EPI	1	0.015	90
sub-0104906	ses-2	1049	Wistar	Male	4-6	400-450	isoflurane	3	isoflurane / medetomidine	0.5	i.v	90	free-breathing	60	n/a	Bruker	9.4	TurboRARE	T2	2.242	0.019	GE-EPI	1	0.015	90
sub-0104907	ses-1	1049	Wistar	Male	2-4	350-400	isoflurane	3	isoflurane / medetomidine	0.5	i.v	90	free-breathing	50	n/a	Bruker	9.4	TurboRARE	T2	2.242	0.019	GE-EPI	1	0.015	90
sub-0104907	ses-2	1049	Wistar	Male	4-6	350-400	isoflurane	3	isoflurane / medetomidine	0.5	i.v	100	free-breathing	80	n/a	Bruker	9.4	TurboRARE	T2	2.242	0.019	GE-EPI	1	0.015	90
sub-0104908	ses-1	1049	Wistar	Male	2-4	350-400	isoflurane	3	isoflurane / medetomidine	0.5	i.v	90	free-breathing	50	n/a	Bruker	9.4	TurboRARE	T2	2.242	0.019	GE-EPI	1	0.015	90
sub-0104908	ses-2	1049	Wistar	Male	4-6	350-400	isoflurane	3	isoflurane / medetomidine	0.5	i.v	120	free-breathing	50	n/a	Bruker	9.4	TurboRARE	T2	2.242	0.019	GE-EPI	1	0.015	90
sub-0104909	ses-1	1049	Wistar	Male	2-4	350-400	isoflurane	3	isoflurane / medetomidine	0.5	i.v	90	free-breathing	70	n/a	Bruker	9.4	TurboRARE	T2	2.242	0.019	GE-EPI	1	0.015	90
sub-0104909	ses-2	1049	Wistar	Male	4-6	350-400	isoflurane	3	isoflurane / medetomidine	0.5	i.v	90	free-breathing	60	n/a	Bruker	9.4	TurboRARE	T2	2.242	0.019	GE-EPI	1	0.015	90
sub-0105000	ses-1	1050	Sprague Dawley	Male	2-4	250-300	isoflurane	5	isoflurane	2	n/a	10	free-breathing	50	n/a	Bruker	11.7	TurboRARE	T2	4.6	0.01	SE-EPI	0.65	0.0175	30
sub-0105001	ses-1	1050	Sprague Dawley	Male	2-4	300-350	isoflurane	5	isoflurane	2.25	n/a	10	free-breathing	70	n/a	Bruker	11.7	TurboRARE	T2	4.6	0.01	SE-EPI	0.65	0.0175	30
sub-0105002	ses-1	1050	Sprague Dawley	Male	2-4	300-350	isoflurane	5	isoflurane	2	n/a	10	free-breathing	70	n/a	Bruker	11.7	TurboRARE	T2	4.6	0.01	SE-EPI	0.65	0.0175	30
sub-0105003	ses-1	1050	Sprague Dawley	Male	2-4	400-450	isoflurane	5	isoflurane	2	n/a	10	free-breathing	70	n/a	Bruker	11.7	TurboRARE	T2	4.6	0.01	SE-EPI	0.65	0.0175	30
sub-0105004	ses-1	1050	Sprague Dawley	Male	2-4	450-500	isoflurane	5	isoflurane	2	n/a	10	free-breathing	70	n/a	Bruker	11.7	TurboRARE	T2	4.6	0.01	SE-EPI	0.65	0.0175	30
sub-0105005	ses-1	1050	Sprague Dawley	Male	2-4	400-450	isoflurane	5	isoflurane	2.5	n/a	10	free-breathing	70	n/a	Bruker	11.7	TurboRARE	T2	4.6	0.01	SE-EPI	0.65	0.0175	30
sub-0105006	ses-1	1050	Sprague Dawley	Male	2-4	300-350	isoflurane	5	isoflurane	2.25	n/a	10	free-breathing	70	n/a	Bruker	11.7	TurboRARE	T2	4.6	0.01	SE-EPI	0.65	0.0175	30
sub-0105007	ses-1	1050	Sprague Dawley	Male	2-4	450-500	isoflurane	5	isoflurane	2	n/a	10	free-breathing	80	n/a	Bruker	11.7	TurboRARE	T2	4.6	0.01	SE-EPI	0.65	0.0175	30
